article,reference_summary,generated_summary,rouge1,rouge2,rougeL
"(CNN)Boston native Mark Wahlberg will star in a film about the Boston Marathon bombing and the manhunt that followed, Deadline reported Wednesday. Wahlberg's film, to be titled ""Patriots' Day,"" is being produced by CBS Films, which linked to the Deadline article from its website. According to Deadline, Wahlberg is hoping to play Boston Police Commissioner Ed Davis, who retired after the attack in 2013. The film will be told from Davis' point of view. The film will feature material researched and shot by CBS Films' corporate sibling, the CBS News program ""60 Minutes."" Wahlberg is also a producer of the film. ""Patriots' Day"" is the second film related to the Boston bombing to be announced. Fox announced in November that it will be making a film called ""Boston Strong"" about the event.","Mark Wahlberg is planning to appear in ""Patriots' Day""
The film will be about events surrounding the 2013 Boston Marathon bombing .
Another film, ""Boston Strong,"" is also in the works .","Mark Wahlberg will star in a film about the Boston Marathon bombing and the manhunt that followed. The film, to be titled ""Patriots' Day,"" is being produced by CBS Films. It is the second film related to the Boston bombing to be announced.",0.547945205479452,0.1408450704225352,0.32876712328767127
"(CNN)What do we have for the contestant on ""The Price Is Right""? A brand-new car! Whoops. That wasn't supposed to happen. On Thursday's edition of the popular game show, model Manuela Arbelaez accidentally revealed the correct answer to a guessing game for a new Hyundai Sonata. Host Drew Carey couldn't stop laughing. ""Congratulations! Manuela just gave you a car!"" he exulted. Arbelaez was mortified, attempting to hide behind the display. But everything turned out OK, she tweeted later. It's been a busy week for ""The Price Is Right."" On Wednesday, former host Bob Barker, 91, showed up to run his old show.","""The Price Is Right"" gives away a car ... accidentally .
A model makes a big mistake during a game .
Host Drew Carey thought the error was hilarious .",Model Manuela Arbelaez accidentally revealed the correct answer to a guessing game for a new Hyundai Sonata. Host Drew Carey couldn't stop laughing.,0.35999999999999993,0.08333333333333333,0.24000000000000002
"(CNN)Authorities identified and charged a man Monday in connection with the discovery of human remains in a duffel bag in Cambridge, Massachusetts, over the weekend. Carlos Colina, 32, was arraigned on charges of assault and battery causing serious bodily injury and improper disposal of a body, the Middlesex District Attorney's Office said in a statement. ""This was a gruesome discovery,"" said District Attorney Marian Ryan. ""Detectives are continuing to analyze evidence and awaiting information from the Office of the Chief Medical Examiner so that we may determine if additional charges are warranted."" Police were notified Saturday morning about a suspicious item along a walkway in Cambridge. Officers arrived at the scene, opened a duffel bag and found human remains. After that discovery, police say, a surveillance video led them to an apartment building, where more body parts were discovered in a common area. That location is near the Cambridge Police Department headquarters. The remains at both locations belonged to the same victim, identified Monday as Jonathan Camilien, 26. Camilien and Colina knew each other, according to authorities. The next scheduled hearing in the case is set for April 14. CNN's Andreas Preuss contributed to this report.","Carlos Colina, 32, is arraigned on charges of assault and battery, improper disposal of a body .
Body parts were discovered Saturday in a duffel bag and a common area of an apartment building .
The victim in the case is identified as Jonathan Camilien, 26; authorities say he knew Colina .","Carlos Colina, 32, was arraigned on charges of assault and battery causing serious bodily injury and improper disposal of a body. Police were notified Saturday morning about a suspicious item along a walkway in Cambridge. Officers arrived at the scene, opened a duffel bag and found human remains.",0.4948453608247423,0.3157894736842105,0.45360824742268036
"(CNN)For those wondering if we would ever hear from the Bluth family again, the answer would appear to be yes. ""Arrested Development"" executive producer Brian Grazer said the show will return for a fifth season of 17 episodes. The Hollywood mogul was interviewed on Bill Simmons' podcast recently, and let it drop that fans can expect more of the quirky comedy. Netflix had no comment for CNN when asked to verify his statements. The fourth season was streamed exclusively on Netflix in 2013, after Fox canceled the show several years before. Despite critical acclaim, the series never had big ratings, but has a devoted fan base, who often quote from the show. It was not yet known if the full cast, including Jason Bateman, Michael Cera and Will Arnett, will return for the season.","Fan favorite series ""Arrested Development"" to return for a fifth season, according to producer .
Brian Grazer claimed the show would be back in a podcast .
Netflix is not commenting .","""Arrested Development"" executive producer Brian Grazer said the show will return for a fifth season. The fourth season was streamed exclusively on Netflix in 2013, after Fox canceled the show.",0.47457627118644075,0.28070175438596495,0.3050847457627119
"(CNN)Just kill it already. That was the sentiment of many ""Vampire Diaries"" fans on Tuesday after star Nina Dobrev announced she will be leaving the CW show at the end of this season. ""I always knew I wanted Elena's story to be a six season adventure, and within those six years I got the journey of a lifetime,"" she posted on her social media accounts after a ""goodbye party"" at Lake Lanier outside Atlanta, where the show is filmed. ""I was a human, a vampire, a doppelganger, a crazy immortal, a doppelganger pretending to be human, a human pretending to be a doppelganger. I got kidnapped, killed, resurrected, tortured, cursed, body-snatched, was dead and undead, and there's still so much more to come before the season finale in May."" And while that may be true, fans were feeling a little jilted. Many chastised the show's producers, some even Dobrev herself, for allowing the show to go on to a seventh season this fall after she departs. Many were upset that Dobrev's departure could sink hopes of seeing a satisfying denouement to the relationship between Dobrev's character, Elena Gilbert, and love interest vampire Damon Salvatore. Fans called the couple ""Delena."" ""I feel angry, sad, depressed, numb but most of all I feel like part of me died along with Nina leaving TVD. Nothing will be the same again,"" Twitter user iDamonAndElena posted. Producer Julie Plec issued a statement supporting Dobrev's decision. ""Nina is excited to spread her wings, get some rest, travel the world and also take it by storm, and we support her a thousand-fold,"" she said in the statement, according to media accounts. ""We will miss Nina and the four hundred characters she played, but we look forward to the insane and exciting challenge of continuing to tell stories of our Salvatore Brothers and our much-loved and gifted ensemble."" No thanks, some fans said. Dobrev seemed to anticipate the pain, urging fans to hold on through the show's finale next month. ""If you think you know what's coming, you don't,"" she said.","""Vampire Diaries"" star Nina Dobrev announces she's leaving the show .
""Nothing will be the same again,"" fans say .","""Vampire Diaries"" star Nina Dobrev announced she will be leaving the CW show at the end of this season. Many fans were upset that Dobrev's departure could sink hopes of seeing a satisfying denouement to the relationship between Dobrev and Damon Salvatore.",0.48387096774193555,0.26666666666666666,0.3870967741935483
"New Delhi, India (CNN)Police have arrested four employees of a popular Indian ethnic-wear chain after a minister spotted a security camera overlooking the changing room of one of its stores. Federal education minister Smriti Irani was visiting a FabIndia outlet in the tourist resort state of Goa on Friday when she discovered a surveillance camera pointed at the changing room, police said. Four employees of the store have been arrested, but its manager -- herself a woman -- was still at large Saturday, said Goa police superintendent Kartik Kashyap. State authorities launched their investigation right after Irani levied her accusation. They found an overhead camera that the minister had spotted and determined that it was indeed able to take photos of customers using the store's changing room, according to Kashyap. After the incident, authorities sealed off the store and summoned six top officials from FabIndia, he said. The arrested staff have been charged with voyeurism and breach of privacy, according to the police. If convicted, they could spend up to three years in jail, Kashyap said. Officials from FabIndia -- which sells ethnic garments, fabrics and other products -- are heading to Goa to work with investigators, according to the company. ""FabIndia is deeply concerned and shocked at this allegation,"" the company said in a statement. ""We are in the process of investigating this internally and will be cooperating fully with the police.""","Federal education minister Smriti Irani visited a FabIndia store in Goa, saw cameras .
Authorities discovered the cameras could capture photos from the store's changing room .
The four store workers arrested could spend 3 years each in prison if convicted .","Education minister Smriti Irani was visiting a FabIndia outlet in the tourist resort state of Goa. She discovered a surveillance camera pointed at the changing room, police said. Four employees of the store have been arrested, but its manager is still at large.",0.4578313253012048,0.1728395061728395,0.40963855421686746
"(CNN)Nine British citizens were arrested in Turkey on Wednesday, suspected of trying to cross illegally into Syria, the Turkish military said on its website. The group included four children -- the oldest being 10 or 11, with the youngest born in 2013, a Turkish official told CNN on condition of anonymity. The nine were arrested at the Turkey-Syria border, the Turkish military said. It didn't say why the group allegedly was trying to get into Syria, which has been torn by a roughly four-year war between Syrian government forces and Islamist extremist groups and other rebels. Among the war's combatants is ISIS, which has taken over parts of Syria and Iraq for what it claims is its Islamic caliphate, and which is known to have been recruiting Westerners. Accompanying the children were three men and two women; all nine had British passports, the Turkish official said. UK police charge man with terror offenses after Turkey trip . The British Foreign Office said Wednesday that it is aware of reports of the arrests and that it is seeking information about the incident from Turkish authorities. CNN's Gul Tuysuz reported from Istanbul, and Elaine Ly reported from London. CNN's Jason Hanna contributed to this report.","The group included four children, Turkish official says .
Turkish military didn't say what group's intent was .
UK Foreign Office says it is trying to get information from Turkish officials .","The group included four children -- the oldest being 10 or 11, a Turkish official says. The nine were arrested at the Turkey-Syria border, the Turkish military says.",0.3728813559322034,0.2456140350877193,0.3728813559322034
"(CNN)A nuclear submarine being repaired at a Russian shipyard has caught on fire, according to a law enforcement source speaking to Russia's state-run news agency ITAR-Tass. ""The submarine is in a dry dock,"" Tass reports, citing the source, and there is no ammunition on board. ""The rubber insulation between the submarine's light and pressure hull is on fire,"" Tass reported. Russia's RIA Novosti news agency says insulation caught on fire as welding work was being done on the submarine. Tass reported that the fire began on a sub in the Zvyozdochka shipyard in northwestern Russia. Zvyozdochka spokesman Yevgeny Gladyshev told the news agency that the sub had been undergoing repairs since November 2013. ""Nuclear fuel from the sub's reactor has been unloaded,"" he reportedly said. ""There are no armaments or chemically active, dangerous substances, fissionable materials on it,"" Gladyshev said to Tass. ""The enterprise's personnel left the premises when the submarine caught fire, no one has been injured. The fire presents no threat to people and the shipyard.""","Submarine is in Zvyozdochka shipyard, in northwestern Russia .
No ""dangerous"" substances on the submarine, shipyard spokesman told ITAR-Tass .","A nuclear submarine being repaired at a Russian shipyard has caught on fire. ""The submarine is in a dry dock,"" Tass reports, citing a law enforcement source. There is no ammunition on board.",0.34615384615384615,0.12000000000000002,0.23076923076923078
"(CNN)Kayahan, one of Turkey's best-loved singers and songwriters, died of cancer Friday at the age of 66. He had performed most recently in Istanbul on Valentine's Day. The performer, who was also an accomplished guitarist, was first diagnosed with cancer in 1990, the year he competed in the Eurovision Song Contest, and the year before he released the album that ignited his career. The cancer returned in 2005 and then again in 2014, Turkey's semiofficial Anadolu Agency reported. He died Friday in a hospital in Istanbul, five days after his 66th birthday. ""We are in grief over losing Kayahan, who contributed to Turkish music with countless compositions and marked a generation with his songs,"" Prime Minister Ahmet Davutoglu tweeted. The singer, whose full name was Kayahan Acar, was born in Izmir province, in western Turkey on March 29, 1949. He grew up in Ankara, Turkey's capital, before moving to Istanbul. In 1990, he competed in the Eurovision Song Contest, finishing 17th. The following year he released an album titled ""I Made a Vow,"" which catapulted him to prominence. Though he recorded nearly 20 albums, that one would remain his most popular. His final album was released in 2007. Other artists recorded his material throughout his career. Videos available online show a vibrant performer with a thick shock of dark hair as he accompanies himself on guitar and croons in a clear tenor. Kayahan was best known for his love songs. More recent videos show a  frailer performer, seated and without a guitar, but still clearly glorying in the joy of singing a song.","Kayahan wrote some of Turkey's best-loved pop songs .
The singer was first diagnosed with cancer in 1990 .
He most recently performed in February in Istanbul .","Kayahan was one of Turkey's best-loved singers and songwriters. He was diagnosed with cancer in 1990, the year he competed in the Eurovision Song Contest. The cancer returned in 2005 and then again in 2014.",0.5625,0.2580645161290323,0.5
"Beijing (CNN)China's state prosecutors on Friday formally charged the country's former security czar with accepting bribes, making him the highest-ranking Chinese Communist Party official ever to face corruption charges. Zhou Yongkang, 72, was also charged with abuse of power and leaking state secrets, the Supreme People's Procuratorate, the highest prosecution authority in China, said. As a member of the ruling Communist Party's Politburo Standing Committee -- China's top decision-making body -- Zhou was one of nine men who effectively ruled the country of more than 1.3 billion people. He retired in 2012. At the height of his power, Zhou controlled police forces, spy agencies, court systems as well as prosecution offices across China -- and wasn't shy in deploying his vast assets to crush dissent and unrest in the name of ""preserving social stability."" Now, prosecutors have accused Zhou of ""taking advantage of his posts to seek benefits for others and illegally accepting huge amounts of money"" during his long political career. His alleged actions have caused heavy losses to public assets and greatly harmed national interests, they added. Zhou was notified of his legal rights during the investigation and his lawyer's views were heard, according to a statement by the prosecutors. His case will be tried in Tianjin, a city near the Chinese capital, Beijing. The president of China's supreme court recently told reporters there would be ""open"" trials for accused former leaders like Zhou. However, the charge of leaking state secrets may allow authorities to shield certain legal proceedings from public view in Zhou's case. Zhou has not been seen in public since he attended an anniversary event at his alma mater in October 2013. He was expelled from the Communist Party and arrested last December. State media have painted an intricate web of officials, cronies and tycoons -- some with alleged mafia connections -- orbiting around Zhou before the crumbling of his power structure last summer. Zhou and his family members were said to have accumulated enormous wealth, in a blatant exchange between money and power. He was also found to have affairs with multiple women and allegedly traded power for sex, state-run Xinhua news agency reported last year. Analysts have viewed his shocking downfall as a watershed moment in the secretive world of Chinese politics, now ruled by President Xi Jinping. Xi has been spearheading a massive anti-corruption campaign,  targeting both ""tigers"" and ""flies"" --  high-ranking, and low-level, officials. Zhou is by far the biggest tiger caught in Xi's dragnet to date. ""The important thing here is that Xi has proven he's powerful enough to break this taboo of never incriminating former Politburo Standing Committee members,"" longtime political analyst Willy Lam, a professor at the Chinese University of Hong Kong, said last year, when the government revealed its formal investigation into Zhou. Many observers also note Zhou's patronage of Bo Xilai, a former Communist leader sentenced to life in prison for corruption in 2013. Bo's spectacular downfall the year before -- complete with tales of murder, bribery and betrayal -- attracted global attention. State media have cited his subsequent conviction as a prime example of Xi's resolve to clean up the party. The former Chongqing Communist Party chief's supporters, however, have long called him a political victim --  the former high-flying politician was once considered Xi's main challenger for the top spot of Chinese leadership. Political watchers see similarities between the Bo and Zhou cases. ""The people being investigated for corruption are on the losing side of factional struggles,"" said Lam, who has predicted a suspended death sentence for Zhou.","Prosecutors formally charged former top official Zhou Yongkang .
Zhou charged with accepting bribes, abuse of power and leaking state secrets .
Former domestic security official is the most senior Chinese official to face corruption charges .",Zhou Yongkang is the highest-ranking Chinese Communist Party official ever to face corruption charges. He was also charged with abuse of power and leaking state secrets. Zhou was one of nine men who effectively ruled the country of more than 1.3 billion people.,0.5063291139240507,0.3116883116883117,0.3037974683544304
"Kabul, Afghanistan (CNN)Three people were killed and five others were wounded Thursday afternoon when a group of armed assailants stormed into the attorney general's office in Balkh province, northern Afghanistan, according to a press release from the provincial governor's office. Although most staff members and civilians have been rescued, an exchange of fire between Afghan security forces and the assailants is ongoing, the statement says. Two police officers and a security guard of the provincial attorney general's office were among the dead. Afghan security forces are cautiously making advances in the fight in order to avoid civilian casualties, according to the press statement.","Three people killed; five wounded in attack on attorney general's office in Balkh province .
Staff and civilians have been rescued as gunmen engaged Afghan security forces .","A group of armed assailants stormed into the attorney general's office in Balkh province, northern Afghanistan. Two police officers and a security guard were among the dead. Most staff members and civilians have been rescued.",0.4444444444444444,0.32786885245901637,0.4126984126984127
